Company,TypeName,Inches,Ram_GB,Weight_kg,Touchscreen,IPS,Res_X,Res_Y,PPI,SSD_GB,HDD_GB,Flash_Storage_GB,Hybrid_GB,Cpu_gama,Gpu_marca,SO,Price_euros
Lenovo,Gaming,15.6,8,2.4,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Otro,809.0
Dell,Notebook,15.6,8,2.33,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Windows,899.0
HP,Ultrabook,14.0,8,1.36,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1750.0
Asus,2 in 1 Convertible,15.6,12,2.26,1,0,1920,1080,141.21199808219862,512.0,2000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1099.0
Acer,Notebook,15.6,4,2.1,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,AMD A9-Series 9420,AMD,Windows,426.0
Asus,Gaming,17.3,16,3.25,0,1,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Otro,AMD,Windows,2199.0
Lenovo,Notebook,17.3,4,2.6,0,0,1600,900,106.11306214269258,128.0,0.0,0.0,0.0,Otro,AMD,Windows,489.0
Dell,2 in 1 Convertible,13.3,8,1.62,1,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,869.01
HP,Notebook,15.6,4,1.91,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,AMD A9-Series 9420,AMD,Windows,488.99
Lenovo,Netbook,11.6,4,1.59,0,1,1366,768,135.0942111925629,128.0,0.0,0.0,0.0,Otro,Intel,Windows,553.0
Dell,Notebook,15.6,4,1.8,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,309.0
Asus,Notebook,14.0,4,1.5,0,0,1366,768,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,286.0
Acer,Notebook,15.6,8,2.4,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Linux,846.0
HP,Gaming,17.3,8,3.35,0,1,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1191.0
Lenovo,Notebook,15.6,4,1.85,0,0,1920,1080,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Otro,403.5
Asus,Gaming,15.6,8,2.3,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1655.0
Lenovo,Notebook,14.0,8,1.5,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1099.0
Asus,Ultrabook,13.3,16,1.1,1,0,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1748.9
Lenovo,Ultrabook,14.0,8,1.13,0,1,2560,1440,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2282.0
Lenovo,Notebook,13.3,4,1.5,0,1,1920,1080,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,549.0
Dell,Workstation,15.6,8,2.23,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD,Windows,1369.0
Dell,Workstation,15.6,8,2.0,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2135.0
Lenovo,2 in 1 Convertible,14.0,16,1.42,1,0,2560,1440,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2509.0
Asus,Gaming,17.3,8,3.0,0,0,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1039.0
Asus,Gaming,17.3,16,3.0,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1591.0
Acer,Notebook,15.6,12,2.2,0,1,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,693.99
MSI,Gaming,17.3,8,2.7,0,0,1920,1080,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1349.0
Dell,Notebook,15.6,8,2.33,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Linux,778.87
HP,Ultrabook,15.6,4,1.91,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,AMD A9-Series 9420,AMD,Windows,499.0
Lenovo,Notebook,15.6,8,2.1,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Windows,1229.56
Lenovo,Notebook,14.0,8,1.9,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,938.0
Dell,Workstation,15.6,8,1.78,1,0,3840,2160,282.42399616439724,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2712.0
Lenovo,Ultrabook,14.0,16,1.13,0,1,2560,1440,209.8006828649808,1000.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2625.0
Lenovo,Notebook,15.6,4,2.2,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,306.0
Asus,Gaming,17.3,16,2.9,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1529.0
Lenovo,Notebook,15.6,8,2.1,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,1144.5
Acer,Notebook,15.6,8,2.5,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Linux,879.0
MSI,Gaming,17.3,16,2.8,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2249.0
Asus,Ultrabook,14.0,8,1.1,0,0,1920,1080,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1873.0
Toshiba,Ultrabook,13.3,16,1.2,0,0,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1747.0
Dell,Ultrabook,14.0,8,1.36,0,0,1920,1080,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1680.0
Lenovo,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i3,Intel,Windows,409.0
Lenovo,Notebook,11.6,2,1.15,0,0,1366,768,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,304.45
Lenovo,Workstation,15.6,8,2.67,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1925.0
Lenovo,Ultrabook,14.0,8,1.7,0,1,2560,1440,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1943.0
HP,Notebook,15.6,4,2.1,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,AMD,Windows,469.0
Acer,2 in 1 Convertible,13.3,8,1.6,1,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,789.01
Asus,2 in 1 Convertible,13.3,8,1.27,1,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,928.0
Dell,Notebook,15.6,4,2.3,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD,Linux,598.9
Dell,Notebook,13.3,4,1.65,0,0,1366,768,117.82653006268643,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,689.0
HP,Ultrabook,14.0,8,1.43,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1500.0
Dell,Notebook,15.6,8,2.14,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,539.95
Lenovo,Ultrabook,14.0,8,1.75,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Windows,1215.38
Lenovo,2 in 1 Convertible,15.6,16,2.0,1,1,3840,2160,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1899.0
Chuwi,Notebook,12.3,6,1.4,0,1,2736,1824,267.3384360344031,0.0,0.0,64.0,0.0,Otro,Intel,Windows,449.0
HP,Notebook,15.6,8,2.31,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1427.0
Asus,Notebook,15.6,8,2.3,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,Nvidia,Linux,597.0
Dell,Gaming,17.3,16,4.42,0,1,2560,1440,169.78089942830815,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2799.0
Dell,Gaming,15.6,8,2.62,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1159.0
Dell,Notebook,15.6,8,2.02,0,0,1920,1080,141.21199808219862,256.0,2000.0,0.0,0.0,Intel Core i7,AMD,Windows,1142.4
Dell,Ultrabook,14.0,8,1.6,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Linux,1099.0
HP,Gaming,17.3,12,3.35,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1999.0
Mediacom,2 in 1 Convertible,11.6,4,1.16,1,1,1920,1080,189.90579052433606,32.0,0.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,299.0
Samsung,Netbook,11.6,4,1.15,0,0,1366,768,135.0942111925629,0.0,0.0,16.0,0.0,Intel Celeron Dual,Intel,Otro,269.0
Lenovo,Notebook,13.3,8,1.4,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1010.0
Lenovo,Notebook,14.0,4,1.7,0,1,1920,1080,157.3505121487356,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,599.0
Lenovo,Workstation,15.6,16,2.3,0,1,3840,2160,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2445.0
Lenovo,Notebook,15.6,16,2.5,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2449.0
Asus,Gaming,17.3,8,3.2,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Otro,AMD,Windows,1695.0
HP,Notebook,15.6,4,2.1,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,347.0
Google,Ultrabook,12.3,16,1.1,1,0,2400,1600,234.50740003017813,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Otro,2199.0
Lenovo,Ultrabook,14.0,24,1.32,0,0,2560,1440,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2382.0
Asus,Notebook,15.6,4,2.0,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Linux,559.0
Lenovo,Notebook,17.3,8,2.8,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Otro,AMD,Windows,519.0
Dell,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD,Windows,749.0
Lenovo,Ultrabook,12.5,8,1.36,0,1,1920,1080,176.23257360658386,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1429.0
Lenovo,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,128.0,0.0,0.0,0.0,Intel Pentium Quad,Intel,Windows,349.0
HP,Gaming,15.6,8,2.2,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1099.0
Dell,Notebook,14.0,8,1.64,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1179.0
Acer,Notebook,15.6,4,2.4,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,Intel,Linux,441.8
Dell,Workstation,15.6,8,2.23,0,0,1920,1080,141.21199808219862,0.0,1000.0,64.0,0.0,Otro,Nvidia,Windows,1993.0
MSI,Gaming,15.6,8,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1027.74
Microsoft,Ultrabook,13.5,16,1.25,1,0,2256,1504,200.84255993695703,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2589.0
HP,Notebook,15.6,8,1.91,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,589.0
Dell,Workstation,15.6,16,2.17,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1975.0
HP,Workstation,15.6,8,2.31,0,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1534.0
Lenovo,Notebook,14.0,8,1.65,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1345.0
Dell,Notebook,15.6,8,2.36,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,AMD,Windows,979.0
Dell,2 in 1 Convertible,11.6,4,1.47,1,0,1366,768,135.0942111925629,0.0,500.0,0.0,0.0,Intel Pentium Quad,Intel,Windows,479.0
Dell,Notebook,17.3,8,4.42,0,1,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2046.0
Microsoft,Ultrabook,13.5,4,1.252,1,0,2256,1504,200.84255993695703,128.0,0.0,0.0,0.0,Intel Core M,Intel,Windows,989.0
Microsoft,Ultrabook,13.5,8,1.25,1,0,2256,1504,200.84255993695703,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1799.0
HP,Notebook,17.3,8,2.5,0,0,1600,900,106.11306214269258,256.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,639.9
Acer,Notebook,15.6,4,2.23,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,Nvidia,Windows,544.0
Acer,Netbook,11.6,4,1.4,0,0,1366,768,135.0942111925629,128.0,0.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,435.0
Asus,Notebook,15.6,8,2.37,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,749.0
Lenovo,Notebook,14.0,8,1.5,0,1,1920,1080,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,AMD,Otro,799.0
Lenovo,Notebook,15.6,8,2.67,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2090.0
Asus,Notebook,15.6,4,2.0,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Pentium Quad,Intel,Windows,304.0
Acer,Notebook,15.6,4,2.2,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,Nvidia,Windows,469.0
Dell,Notebook,15.6,8,2.02,0,0,1920,1080,141.21199808219862,0.0,2000.0,0.0,0.0,Intel Core i5,AMD,Windows,759.0
HP,Gaming,17.3,12,3.78,0,1,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1699.0
Lenovo,Ultrabook,14.0,12,1.4,0,1,2560,1440,209.8006828649808,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1858.0
HP,2 in 1 Convertible,13.3,8,1.29,1,1,3840,2160,331.2642361026012,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1999.0
HP,Notebook,15.6,8,1.9,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD,Windows,1154.0
Google,Ultrabook,12.3,8,1.1,1,0,2400,1600,234.50740003017813,128.0,0.0,0.0,0.0,Intel Core i5,Intel,Otro,1275.0
Dell,Ultrabook,13.3,8,1.42,1,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1841.85
Asus,Notebook,15.6,12,2.06,0,1,3840,2160,282.42399616439724,128.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,1299.0
Dell,Notebook,14.0,8,1.79,0,0,1366,768,111.93520355955211,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,740.0
Dell,Workstation,15.6,8,1.78,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2408.0
Lenovo,Notebook,14.0,8,1.7,0,0,1920,1080,157.3505121487356,180.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1364.0
Dell,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,675.0
Toshiba,Notebook,13.3,8,1.05,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1672.0
Dell,Notebook,15.6,8,2.16,0,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1262.0
Dell,Notebook,15.6,4,2.18,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,586.6
HP,Notebook,13.3,4,1.49,0,1,1920,1080,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,726.0
Chuwi,Notebook,15.6,4,1.89,0,0,1920,1080,141.21199808219862,0.0,0.0,64.0,0.0,Otro,Intel,Windows,248.9
Lenovo,Notebook,15.6,4,2.3,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,565.0
Lenovo,Notebook,14.0,8,1.75,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1049.0
Dell,Workstation,15.6,16,2.17,0,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2338.0
Dell,Notebook,15.6,16,2.06,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1899.0
Lenovo,Ultrabook,12.5,16,1.36,0,1,1920,1080,176.23257360658386,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1798.0
Asus,Ultrabook,12.5,16,0.91,0,0,1920,1080,176.23257360658386,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1950.0
Lenovo,Notebook,15.6,8,2.3,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1011.99
Toshiba,Ultrabook,13.3,32,1.05,1,0,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2799.0
Asus,Gaming,15.6,8,1.99,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1350.0
Acer,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Otro,AMD,Windows,579.0
Asus,Gaming,17.3,24,4.33,1,1,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1269.0
Lenovo,Ultrabook,12.5,8,1.3,0,1,1366,768,125.36742798669837,180.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1099.0
Lenovo,Notebook,15.6,8,2.17,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,898.9
HP,Notebook,14.0,8,1.48,0,0,1920,1080,157.3505121487356,1000.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1749.0
Lenovo,Notebook,13.3,8,1.4,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,949.0
Lenovo,Notebook,15.6,8,2.3,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,911.0
Asus,Netbook,11.6,4,1.2,0,0,1366,768,135.0942111925629,0.0,0.0,64.0,0.0,Intel Celeron Dual,Intel,Windows,340.0
HP,Notebook,15.6,8,1.91,0,0,1366,768,100.45466986113651,256.0,0.0,0.0,0.0,Intel Core i5,AMD,Windows,618.99
Lenovo,2 in 1 Convertible,13.9,8,1.4,1,1,1920,1080,158.48253022174808,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1599.0
Lenovo,Notebook,14.0,4,2.1,0,0,1366,768,111.93520355955211,0.0,500.0,0.0,0.0,Intel Celeron Dual,Intel,Windows,299.0
Lenovo,Netbook,11.6,4,1.25,0,0,1366,768,135.0942111925629,16.0,0.0,0.0,0.0,Intel Celeron Dual,Intel,Otro,265.0
Lenovo,Notebook,13.3,8,1.44,0,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,949.0
Asus,Notebook,15.6,8,2.0,0,0,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,1224.0
Acer,Notebook,15.6,4,2.2,0,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,613.0
HP,Ultrabook,13.3,8,1.34,0,1,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1323.0
Lenovo,Gaming,15.6,8,2.4,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Otro,1149.0
Dell,Ultrabook,13.3,8,1.29,1,1,1920,1080,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,899.0
Acer,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i7,Nvidia,Windows,639.0
Dell,Notebook,15.6,8,2.18,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,836.0
Dell,Notebook,15.6,16,2.2,0,0,1920,1080,141.21199808219862,256.0,2000.0,0.0,0.0,Intel Core i7,AMD,Windows,1219.24
Xiaomi,Notebook,15.6,16,1.95,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Otro,1399.95
Asus,Netbook,11.6,2,1.1,0,0,1366,768,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,245.0
HP,Notebook,15.6,4,2.04,1,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,521.47
Asus,Gaming,15.6,24,2.24,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2968.0
HP,Notebook,15.6,8,2.04,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,889.0
Asus,Gaming,17.3,16,3.0,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1504.0
Lenovo,Gaming,15.6,8,3.2,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1399.0
HP,Ultrabook,13.3,8,1.32,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1399.0
Dell,Notebook,14.0,8,1.64,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1279.73
HP,Notebook,15.6,4,1.63,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,689.0
Dell,Notebook,17.3,8,2.8,0,1,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i5,AMD,Linux,889.0
Lenovo,Notebook,14.0,8,2.02,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1340.0
Lenovo,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,799.0
Lenovo,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,0.0,2000.0,0.0,0.0,Intel Core i3,Nvidia,Otro,459.0
Dell,Notebook,15.6,4,2.3,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD,Windows,585.0
Dell,Notebook,15.6,8,1.9,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1377.0
Dell,Gaming,17.3,16,4.42,0,1,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,3012.77
Toshiba,Notebook,15.6,8,2.0,0,1,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,Intel,Windows,860.0
Asus,Notebook,15.6,8,2.0,0,1,3840,2160,282.42399616439724,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1299.0
Mediacom,Notebook,13.3,4,1.2,0,1,1920,1080,165.6321180513006,32.0,0.0,0.0,0.0,Otro,Intel,Windows,369.0
Asus,Gaming,15.6,8,2.3,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1649.0
Dell,Notebook,15.6,8,1.93,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1369.0
Dell,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD,Windows,797.41
HP,Notebook,15.6,4,1.86,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Pentium Quad,Intel,Windows,398.99
HP,Gaming,17.3,12,2.62,0,0,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1799.0
Lenovo,Notebook,14.0,8,1.87,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,859.0
Dell,Ultrabook,13.3,8,1.2,1,0,3200,1800,276.053530085501,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1399.0
Dell,Notebook,14.0,4,1.6,0,0,1920,1080,157.3505121487356,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,735.87
HP,Ultrabook,13.3,8,1.34,0,1,3200,1800,276.053530085501,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1145.0
Acer,Gaming,15.6,8,2.4,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Linux,798.0
Asus,Notebook,15.6,4,2.0,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Otro,AMD,Windows,349.0
HP,Notebook,15.6,4,2.1,0,0,1920,1080,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,705.5
Lenovo,Notebook,14.0,4,1.87,0,0,1920,1080,157.3505121487356,0.0,500.0,0.0,0.0,Intel Core i5,Intel,Windows,785.0
Lenovo,Notebook,15.6,4,2.15,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Otro,462.35
HP,Notebook,15.6,4,1.86,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i3,Intel,Windows,397.0
Lenovo,Notebook,15.6,8,1.99,0,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1729.0
